MARITAL;AGE;GENDER1;HOMPOP;HAPPY;HEALTH;SATJOB;REALINC
2;89;2;1;2;0;0;13475
3;55;2;4;2;2;1;40425
3;38;1;7;1;3;2;18375
1;62;1;4;2;3;0;26950
1;51;1;7;2;1;1;58800
1;27;1;2;3;2;3;7962.5
3;36;1;3;2;0;4;22050
1;34;2;3;3;1;1;18375
1;36;1;3;2;1;2;22050
5;29;1;2;1;2;1;9187.5
1;42;1;4;1;0;1;0
1;51;1;4;1;1;1;155139.9731
5;25;1;1;1;2;2;11637.5
2;81;2;2;1;2;0;58800
5;22;1;3;2;2;2;5512.5
1;45;1;4;1;0;3;40425
1;61;2;2;1;1;0;40425
2;79;1;1;2;2;0;18375
1;63;1;2;2;4;0;26950
1;60;1;1;3;0;1;155139.9731
1;54;2;1;2;1;0;155139.9731
1;56;1;6;2;0;3;155139.9731
5;21;1;5;2;1;2;18375
4;67;1;1;2;2;0;2695
3;61;1;1;2;2;1;18375
5;51;1;5;1;1;1;6737.5
2;72;2;1;1;0;0;18375
3;63;1;1;2;3;2;980
1;78;1;2;1;0;0;0
1;45;1;3;1;0;1;49000
1;48;2;4;1;1;2;0
1;79;1;2;1;0;0;13475
5;30;1;1;2;2;1;0
1;32;1;2;1;3;2;22050
5;30;2;4;2;4;1;3675
1;44;2;2;2;3;1;22050
3;42;2;3;3;0;1;6737.5
3;64;1;1;3;2;0;10412.5
5;42;1;1;2;2;2;13475
1;42;1;6;2;3;3;155139.9731
3;46;1;4;2;2;1;49000
5;26;1;1;2;2;2;245
3;63;2;1;2;1;0;0
1;45;2;2;2;0;2;11637.5
5;33;2;5;3;2;2;22050
1;27;2;3;2;0;1;18375
1;50;2;4;1;2;2;155139.9731
3;68;1;1;2;2;1;18375
1;55;2;4;1;0;1;58800
2;58;2;8;2;2;1;13475
5;19;2;4;2;0;1;22050
4;42;1;1;3;1;2;0
1;38;1;2;2;2;2;0
3;63;1;1;1;0;0;5512.5
1;27;1;2;2;0;1;15925
2;71;2;1;2;2;0;10412.5
1;38;2;4;2;2;2;49000
1;77;1;2;2;0;0;9187.5
1;48;1;3;1;2;1;15925
2;74;2;1;2;0;0;13475
1;56;1;2;1;2;3;26950
5;23;2;2;2;0;2;33075
5;51;2;2;3;4;2;7962.5
5;47;2;3;2;1;2;18375
3;49;2;2;3;0;1;7962.5
5;22;2;2;1;2;2;10412.5
3;36;1;1;2;0;1;33075
1;38;2;2;2;2;2;0
1;22;2;2;1;1;2;33075
5;46;1;1;2;0;4;3185
1;63;1;4;1;3;0;6737.5
5;19;2;4;1;0;1;13475
5;52;1;1;1;1;1;22050
3;35;2;2;3;2;2;7962.5
1;64;1;2;1;2;0;11637.5
3;49;2;1;2;2;1;1715
1;45;1;2;2;0;1;33075
1;68;1;2;2;0;9;7962.5
5;45;2;2;3;3;2;5512.5
3;55;2;1;2;0;1;40425
3;62;1;1;2;3;1;4410
1;31;2;2;2;1;2;49000
3;54;1;1;2;0;2;49000
5;21;1;3;1;2;2;9187.5
1;23;1;3;2;1;2;980
1;34;1;2;1;0;1;155139.9731
5;45;1;2;3;0;2;5512.5
5;28;1;1;1;3;4;10412.5
1;34;1;2;1;3;1;11637.5
4;74;2;1;3;4;0;4410
5;25;1;1;2;2;2;0
5;39;2;7;3;3;2;6737.5
5;38;1;1;2;0;1;18375
1;80;1;3;1;1;0;22050
5;34;2;1;1;3;2;7962.5
2;71;1;1;2;0;1;1715
3;33;1;3;2;4;2;0
1;32;1;4;2;3;1;7962.5
5;37;1;1;3;4;1;26950
1;41;1;1;2;0;1;0
5;32;1;2;3;0;1;7962.5
3;35;1;2;2;3;2;22050
1;61;1;5;2;3;3;49000
1;57;1;2;1;2;1;49000
1;71;1;2;1;2;0;11637.5
4;39;2;3;3;1;1;15925
5;30;2;2;3;1;1;4410
1;42;1;2;2;0;1;155139.9731
1;48;1;4;1;1;1;26950
1;32;1;4;2;2;2;49000
1;42;1;4;2;1;2;155139.9731
1;37;1;4;2;0;3;22050
3;29;1;4;2;2;2;13475
2;74;2;2;2;2;1;0
2;47;1;1;2;0;2;40425
1;41;1;3;1;1;1;33075
1;71;1;2;2;2;0;26950
3;31;1;7;2;2;1;26950
3;33;2;2;1;2;1;18375
5;32;1;3;2;0;9;7962.5
1;48;1;2;2;2;2;40425
5;50;2;1;1;2;1;26950
3;40;1;1;3;3;3;3185
5;27;2;2;3;0;4;0
3;35;2;5;2;1;1;18375
1;40;1;3;1;1;1;22050
5;33;2;4;3;0;2;9187.5
3;49;2;1;2;2;2;22050
5;30;1;2;3;0;2;13475
5;22;2;2;2;2;1;6737.5
5;21;2;6;1;0;0;1715
5;21;2;3;2;2;3;980
5;23;1;3;2;0;0;155139.9731
1;67;2;2;2;0;0;22050
3;34;1;2;2;3;1;9187.5
5;18;1;2;1;0;2;0
2;76;2;1;3;3;0;6737.5
1;28;1;2;1;0;1;13475
2;84;2;1;2;3;0;15925
5;31;1;1;3;4;3;26950
5;25;1;1;2;3;2;9187.5
5;38;1;1;3;3;2;9187.5
5;37;2;1;2;0;1;6737.5
3;66;1;2;1;3;0;15925
1;72;2;2;2;3;2;11637.5
1;24;1;2;1;0;2;40425
1;49;2;2;1;2;1;33075
1;42;1;2;1;0;1;18375
3;48;1;2;1;1;2;49000
1;39;1;5;3;1;2;22050
5;59;2;1;2;0;1;0
3;63;1;1;1;2;0;4410
5;61;1;1;3;3;2;15925
1;48;1;4;1;2;2;40425
3;39;2;3;1;0;1;40425
5;32;1;2;3;2;4;33075
1;32;1;5;2;2;1;68600
1;27;1;2;2;0;1;40425
5;53;2;2;2;3;2;10412.5
2;88;2;1;2;0;0;0
2;86;2;1;2;3;1;22050
1;44;2;4;2;3;2;155139.9731
1;37;1;5;2;2;1;22050
3;70;2;1;2;2;0;13475
1;31;2;4;2;2;2;33075
3;57;1;1;3;3;1;0
1;63;1;2;1;1;1;26950
4;47;2;1;3;2;2;40425
3;41;2;2;2;0;1;40425
1;41;1;5;2;2;1;155139.9731
1;42;1;4;2;2;1;0
1;31;2;3;2;0;1;22050
1;65;1;2;1;1;0;33075
2;79;2;1;2;0;0;13475
5;65;2;2;2;2;0;13475
5;38;1;1;1;0;1;155139.9731
1;65;1;2;1;2;1;0
5;19;1;5;2;2;3;0
1;58;1;3;1;1;1;155139.9731
1;31;2;4;1;1;1;58800
2;36;1;6;2;3;2;0
1;29;1;5;1;1;1;49000
1;37;2;4;2;2;2;0
1;42;2;5;1;1;1;58800
5;26;2;2;2;2;0;7962.5
1;24;1;4;1;0;1;10412.5
1;75;2;2;2;0;0;22050
1;40;2;3;1;3;2;22050
5;30;1;3;2;0;1;10412.5
1;65;1;2;2;0;2;58800
1;56;1;6;1;1;1;155139.9731
1;40;1;4;2;0;1;155139.9731
1;38;1;7;1;2;3;40425
2;69;2;1;1;0;0;15925
1;64;2;2;1;2;0;15925
1;29;1;6;2;0;1;26950
3;49;2;1;2;2;2;22050
1;32;1;2;1;2;1;33075
1;55;1;2;1;2;1;40425
1;55;1;2;2;0;2;33075
1;83;1;3;1;2;0;15925
5;35;1;1;1;0;2;22050
5;42;1;2;1;0;1;9187.5
1;39;2;5;2;2;3;40425
1;23;1;3;1;1;0;13475
1;49;1;3;2;0;1;15925
3;58;2;1;2;3;1;15925
5;50;2;1;2;1;1;40425
5;45;2;2;2;0;4;7962.5
2;77;2;1;2;2;0;6737.5
1;34;1;2;2;2;1;10412.5
1;32;1;3;1;1;1;40425
1;61;2;2;2;2;1;49000
1;69;1;2;1;2;0;68600
4;56;1;3;3;3;2;40425
1;43;2;2;2;0;2;26950
5;20;1;4;2;2;0;0
5;30;2;2;3;4;3;0
5;57;1;1;2;0;1;40425
5;24;1;4;3;1;0;0
3;57;2;2;2;2;2;22050
5;22;2;2;1;0;1;22050
5;23;1;1;2;1;4;5512.5
5;50;1;1;2;0;1;3185
2;71;2;1;3;2;1;6737.5
5;25;2;6;1;0;1;22050
1;43;1;2;1;1;1;49000
2;84;2;1;3;2;0;5512.5
1;55;2;2;1;0;0;9187.5
5;29;1;1;2;3;2;22050
5;21;2;3;1;2;1;0
3;34;2;2;2;1;2;0
5;34;2;1;1;0;2;15925
3;83;2;1;2;3;0;4410
2;77;2;1;1;1;0;0
5;28;2;2;1;1;1;7962.5
2;78;2;1;1;0;2;7962.5
5;61;1;1;2;0;0;33075
4;62;1;3;3;2;2;58800
1;40;2;3;1;2;1;49000
1;27;1;3;2;3;2;33075
3;59;1;1;2;3;2;0
5;22;2;2;2;0;2;3185
5;60;1;1;1;1;1;4410
5;61;2;2;3;3;2;3675
1;31;2;3;2;2;2;49000
3;38;2;1;2;3;1;49000
1;26;1;2;1;0;1;33075
4;25;2;2;2;0;1;6737.5
3;78;2;1;1;4;1;4410
1;39;1;2;2;2;1;58800
4;40;1;4;2;0;2;18375
3;52;1;2;1;1;1;49000
5;70;1;1;2;1;0;26950
4;36;2;1;2;0;1;155139.9731
1;41;1;2;1;1;1;0
1;58;1;2;2;0;0;26950
5;29;2;5;2;2;1;26950
4;34;1;1;2;0;0;15925
1;84;1;2;1;1;0;0
5;54;2;2;1;0;1;13475
5;33;1;1;2;2;1;1715
1;26;1;3;1;0;1;22050
5;47;2;1;1;3;0;3675
5;59;2;2;2;3;2;1715
1;46;1;4;1;1;1;40425
2;88;1;1;2;1;0;6737.5
2;46;2;3;2;2;1;4410
5;23;1;5;2;2;0;33075
5;24;1;4;1;0;3;40425
3;63;2;1;1;4;0;10412.5
3;67;2;1;2;2;2;22050
1;28;1;2;1;1;1;26950
1;30;2;3;1;1;2;15925
5;19;1;4;3;0;1;0
3;42;2;2;2;2;1;13475
1;57;1;2;1;2;1;155139.9731
5;64;1;2;3;0;0;0
1;63;1;2;1;3;1;49000
5;22;1;4;2;0;2;22050
5;28;1;3;2;1;4;40425
1;28;2;2;2;0;2;40425
3;51;1;1;2;2;2;13475
5;37;2;2;2;1;2;22050
5;37;2;3;2;0;1;22050
5;28;2;3;2;3;9;11637.5
1;60;2;2;1;4;3;5512.5
5;31;1;1;2;0;2;980
5;57;2;1;3;3;0;7962.5
1;99;1;2;3;2;1;0
5;30;1;1;2;1;2;22050
1;51;1;2;2;1;2;0
1;31;1;2;2;1;2;40425
1;56;1;2;2;2;3;40425
1;49;1;6;1;1;2;33075
5;19;2;7;2;0;2;0
1;48;1;4;2;1;2;40425
1;33;1;5;2;0;2;33075
1;46;2;3;1;2;2;33075
1;31;2;3;2;0;2;40425
5;35;1;3;3;3;2;26950
1;42;1;5;2;2;1;33075
1;30;1;4;2;2;2;0
1;38;1;5;1;2;1;2695
4;52;2;6;3;2;1;18375
1;49;1;2;2;2;0;9187.5
1;62;1;2;3;0;1;22050
1;54;1;3;1;3;0;15925
1;38;2;4;2;1;1;0
4;30;2;6;3;0;2;22050
1;53;1;2;2;4;1;33075
1;40;1;5;1;2;2;155139.9731
3;67;1;2;1;0;0;155139.9731
3;78;1;1;2;2;0;33075
1;66;2;2;3;0;0;40425
5;57;1;2;2;1;1;7962.5
4;42;2;6;3;0;1;33075
5;32;1;2;2;2;1;26950
5;20;1;3;2;1;3;13475
2;61;1;1;2;0;1;18375
4;55;1;1;1;2;1;980
5;23;1;3;1;1;2;3675
3;33;1;5;3;0;0;0
1;62;1;2;2;3;0;0
1;59;1;2;3;0;0;11637.5
1;62;1;2;2;1;0;26950
1;65;1;2;2;0;1;40425
1;30;2;3;1;2;1;15925
1;32;2;4;1;2;2;18375
1;40;1;3;2;0;1;40425
5;25;2;1;1;0;2;4410
3;53;1;2;2;1;1;49000
2;72;2;1;1;2;0;9187.5
1;26;1;2;1;1;1;155139.9731
5;33;2;2;2;0;2;22050
1;65;1;2;3;0;8;0
1;40;1;2;2;3;8;3185
1;32;1;2;2;0;0;40425
3;52;1;1;3;0;0;5512.5
1;50;1;2;1;1;1;22050
1;70;1;2;1;0;2;0
1;73;2;2;2;3;0;0
3;53;2;1;2;1;1;33075
2;72;2;2;2;0;1;5512.5
1;66;1;2;2;3;1;49000
2;89;1;1;2;0;0;0
1;63;1;2;2;2;0;7962.5
1;26;1;2;1;0;1;40425
4;43;1;2;2;3;1;3675
1;56;2;2;1;0;2;22050
1;69;1;2;2;3;0;0
1;27;1;4;1;2;1;33075
1;43;1;4;1;1;1;155139.9731
2;82;2;1;2;0;0;3675
1;53;1;2;1;2;1;26950
1;39;1;4;2;2;2;26950
1;51;1;2;1;0;1;33075
1;63;1;2;1;0;0;10412.5
1;43;2;4;2;0;1;49000
5;38;2;4;1;1;2;13475
1;41;1;3;2;4;1;245
4;68;2;1;2;3;0;3185
5;23;2;3;1;0;2;13475
1;77;1;2;2;3;0;22050
1;30;1;3;1;0;1;33075
5;27;1;5;1;1;1;980
5;49;1;1;3;4;2;980
1;36;1;3;1;1;1;33075
4;67;1;2;1;4;0;10412.5
3;70;1;1;1;1;0;245
1;43;1;2;2;4;3;11637.5
3;58;2;1;2;2;4;6737.5
5;35;2;5;3;0;2;10412.5
5;27;2;4;3;0;1;5512.5
5;32;2;3;2;2;2;2205
5;40;2;1;2;3;9;11637.5
1;54;2;2;2;0;1;980
3;73;2;1;2;3;0;3675
2;55;2;1;2;4;2;3185
5;23;2;2;2;0;0;5512.5
5;21;2;3;2;2;2;22050
5;20;2;4;2;0;9;0
1;47;2;5;2;2;9;26950
1;62;1;2;2;2;1;33075
5;31;1;3;2;0;4;58800
1;64;1;2;2;0;0;18375
1;52;2;3;3;0;8;13475
1;83;1;2;1;3;0;26950
3;56;1;2;1;2;1;22050
1;30;2;4;1;0;2;40425
1;61;1;2;2;1;2;33075
1;75;1;2;1;0;0;68600
1;73;1;2;2;4;0;40425
1;68;1;2;2;2;0;0
2;69;1;1;1;2;0;0
1;52;1;2;1;0;1;155139.9731
3;59;2;1;2;3;0;5512.5
5;39;1;1;2;0;0;0
5;57;2;1;3;3;0;0
1;63;2;2;2;1;1;0
5;29;1;4;2;3;1;0
5;19;1;5;1;0;1;6737.5
1;30;1;5;1;3;2;9187.5
1;38;2;2;2;1;2;18375
1;28;1;2;1;0;1;18375
3;41;2;2;2;0;0;10412.5
3;56;1;1;2;3;2;22050
5;24;1;2;2;0;2;1715
3;58;2;1;2;2;2;26950
5;28;1;2;2;2;1;0
2;55;1;2;3;2;0;0
3;41;2;2;2;2;1;15925
5;29;1;2;2;1;3;11637.5
1;65;1;2;2;3;0;22050
2;64;2;1;1;3;0;0
1;41;2;3;2;1;1;22050
3;39;2;6;3;2;1;18375
5;29;1;3;2;2;2;22050
1;54;2;2;2;2;0;22050
3;47;2;2;1;2;1;26950
1;44;1;2;1;1;1;22050
3;24;2;3;2;0;1;13475
1;33;1;2;1;0;2;33075
1;60;1;2;1;2;1;155139.9731
1;60;1;2;1;3;1;155139.9731
1;53;1;2;3;0;1;155139.9731
5;19;1;3;1;2;2;0
1;46;2;2;2;1;1;155139.9731
2;84;1;1;9;9;0;0
5;37;1;3;2;0;3;15925
5;35;2;2;1;1;2;245
1;60;2;2;3;3;0;49000
5;46;2;1;2;3;3;10412.5
5;26;1;1;2;0;2;7962.5
5;31;1;1;2;1;4;5512.5
1;67;2;2;2;2;0;155139.9731
1;67;1;2;1;1;0;58800
1;88;1;2;2;3;0;0
1;40;1;4;2;0;3;40425
1;70;2;1;1;2;0;33075
1;44;1;6;3;0;3;22050
1;39;1;4;1;3;1;40425
1;65;1;2;2;3;0;33075
5;33;2;3;2;2;3;5512.5
1;63;1;2;3;0;0;18375
5;31;1;1;3;3;2;15925
5;23;2;2;1;1;1;0
1;71;2;3;2;2;0;26950
1;32;1;5;2;0;2;22050
3;52;2;1;2;1;1;22050
2;77;2;1;3;3;0;6737.5
1;63;1;2;2;0;3;40425
3;42;1;1;2;0;2;22050
1;52;1;3;2;2;4;49000
1;70;1;2;2;3;0;0
5;23;2;3;3;2;2;3185
2;84;1;1;1;2;0;22050
1;30;1;3;2;1;1;18375
5;59;1;1;2;0;0;0
1;61;1;2;2;0;2;18375
3;37;1;7;1;2;1;7962.5
1;41;1;3;1;2;1;33075
2;55;2;1;3;0;0;6737.5
1;31;2;4;2;4;9;7962.5
5;21;1;2;1;0;1;245
5;28;2;3;2;1;2;22050
5;35;1;1;2;2;3;18375
1;52;1;5;1;0;1;155139.9731
1;63;1;1;2;0;2;6737.5
3;46;2;2;2;2;0;5512.5
3;64;1;1;2;0;1;18375
1;29;1;4;2;2;3;22050
1;41;1;2;2;0;2;40425
3;60;2;8;2;2;4;22050
1;38;1;6;1;0;2;7962.5
2;81;2;2;2;4;1;5512.5
3;52;2;5;2;0;0;18375
1;62;1;2;1;2;2;0
3;46;1;2;2;0;2;18375
5;27;1;2;2;2;4;4410
1;43;1;4;2;2;2;155139.9731
1;48;2;2;2;0;4;22050
5;37;2;2;2;2;0;3675
1;55;1;2;2;1;1;0
5;19;1;4;2;2;0;0
1;59;2;2;2;0;0;49000
5;37;2;1;1;0;1;0
2;99;2;1;1;2;0;10412.5
1;37;2;4;1;1;1;155139.9731
1;47;2;1;2;2;2;155139.9731
1;77;1;2;1;2;1;18375
5;21;1;1;2;3;1;3675
2;71;2;1;2;0;0;10412.5
1;59;2;2;2;3;2;0
1;28;1;2;1;0;1;13475
1;57;2;2;1;2;1;49000
5;37;1;1;2;2;1;33075
5;37;2;4;2;0;1;26950
5;49;1;1;2;2;0;3675
3;63;1;1;1;3;2;33075
5;22;2;7;3;3;4;245
5;45;1;2;3;3;3;40425
2;82;2;1;2;0;0;18375
3;59;2;1;3;2;0;40425
5;41;1;1;3;3;0;7962.5
3;47;2;4;3;4;2;13475
5;29;2;4;2;2;3;245
3;52;1;1;2;0;1;5512.5
5;24;2;2;2;1;2;0
2;72;2;1;2;2;0;6737.5
1;52;1;2;1;2;1;15925
1;54;2;2;2;4;1;33075
3;61;2;2;2;1;1;49000
1;37;2;4;3;0;1;68600
1;65;1;2;1;1;1;155139.9731
1;33;1;3;2;0;1;155139.9731
3;64;2;1;2;2;1;26950
1;52;1;2;1;2;1;58800
1;71;1;2;1;3;0;33075
3;65;2;1;2;0;1;18375
5;19;2;5;2;0;9;3185
1;60;1;2;1;2;0;33075
3;60;1;2;3;1;0;15925
5;25;2;1;2;3;2;13475
1;51;1;2;1;2;2;49000
1;66;2;2;2;1;0;33075
3;68;1;1;2;3;0;15925
3;52;1;1;2;2;2;7962.5
5;37;1;2;2;2;2;26950
2;87;2;1;2;0;0;0
5;26;1;2;1;2;0;9187.5
1;76;1;2;2;0;0;40425
1;47;1;5;2;2;0;155139.9731
3;52;1;3;2;0;3;26950
1;68;2;2;2;0;2;58800
1;53;2;2;1;2;1;0
2;60;2;1;2;0;1;2695
5;30;2;4;2;1;1;26950
2;82;1;1;2;0;0;13475
1;34;2;6;1;2;1;10412.5
1;65;2;2;1;4;0;0
3;57;1;1;2;0;1;22050
5;65;2;1;1;2;1;15925
1;73;1;2;2;0;0;15925
1;50;2;2;1;1;1;33075
3;41;1;1;2;2;1;5512.5
1;44;2;4;2;2;1;0
3;74;1;1;3;0;0;0
5;19;1;2;2;1;2;33075
2;69;1;2;2;2;2;22050
1;62;1;2;2;3;1;26950
1;28;2;3;3;0;9;15925
4;44;1;3;2;4;1;155139.9731
1;66;1;2;1;4;1;7962.5
1;84;1;2;2;0;0;9187.5
1;29;2;4;2;2;0;13475
1;87;1;2;2;3;0;13475
1;75;2;2;1;1;0;0
3;47;2;1;2;2;8;3185
2;86;2;1;2;2;8;6737.5
4;55;1;2;2;1;2;22050
1;76;2;2;2;0;1;13475
2;84;1;3;2;2;0;0
2;80;2;1;2;2;2;0
1;63;2;2;1;4;0;0
1;42;2;2;3;0;1;40425
1;59;1;2;1;2;0;49000
1;55;2;2;2;0;2;49000
1;44;1;3;2;3;2;155139.9731
1;50;2;3;2;2;2;58800
1;47;1;2;1;1;1;155139.9731
1;51;1;2;2;0;1;33075
3;50;2;1;2;0;4;11637.5
1;70;1;2;2;3;0;33075
1;30;1;2;2;0;1;49000
5;25;2;1;2;1;0;7962.5
5;25;1;3;3;0;0;40425
3;54;2;1;2;2;2;4410
3;68;2;1;2;3;0;11637.5
3;47;1;2;2;2;2;18375
2;88;2;1;1;2;0;155139.9731
1;77;1;2;1;0;2;15925
5;28;2;1;2;1;2;26950
1;58;2;2;1;3;2;9187.5
3;60;2;2;2;0;1;18375
1;62;1;2;1;1;0;18375
1;38;2;2;1;2;3;33075
5;25;2;1;2;3;3;980
5;34;2;2;3;0;1;9187.5
2;89;1;1;3;3;0;10412.5
5;36;1;5;3;3;1;980
1;53;1;2;2;0;1;40425
1;46;1;2;3;3;4;22050
2;69;2;1;3;2;1;22050
4;63;2;1;3;3;0;0
5;59;2;1;1;1;1;22050
5;19;1;3;1;0;4;0
1;26;2;2;2;1;2;40425
1;42;1;4;1;2;1;13475
1;52;2;1;2;2;1;22050
5;31;1;3;2;0;2;0
1;46;1;5;2;2;1;13475
5;18;1;1;2;2;0;0
1;26;1;4;1;0;1;33075
3;40;2;1;1;2;1;15925
1;33;1;4;1;0;1;26950
1;57;1;2;2;0;0;33075
5;20;2;1;1;1;0;5512.5
1;42;1;2;1;0;1;40425
1;41;1;4;2;1;2;155139.9731
2;73;2;1;2;0;0;6737.5
5;21;1;4;1;1;0;0
5;21;2;4;2;2;0;980
1;45;2;2;2;0;2;22050
5;21;1;2;1;1;0;3675
3;68;2;1;1;0;0;5512.5
5;46;2;1;1;1;1;68600
3;53;1;2;2;0;1;15925
3;28;2;4;2;2;2;15925
3;34;1;3;2;0;1;58800
3;68;2;1;2;3;0;9187.5
3;43;1;2;2;0;2;5512.5
3;42;2;2;9;4;4;3675
1;59;2;2;1;2;2;40425
3;57;2;1;2;0;1;22050
5;24;2;5;3;2;3;9187.5
1;40;2;4;1;0;1;18375
1;41;2;4;1;2;1;49000
3;59;1;1;1;0;1;33075
1;64;2;2;2;4;0;33075
1;55;1;2;2;0;1;33075
1;55;2;2;2;1;1;49000
1;35;1;3;2;2;2;33075
5;33;2;3;3;0;0;0
1;83;1;2;1;1;0;33075
1;48;2;2;3;2;2;68600
1;68;1;2;2;2;0;22050
5;60;1;1;2;2;1;9187.5
4;38;2;3;2;0;1;6737.5
5;24;2;2;2;2;3;11637.5
1;77;1;2;2;0;0;15925
3;46;2;2;1;2;0;13475
5;83;2;1;2;0;0;33075
2;89;2;1;3;3;0;6737.5
2;86;1;1;2;0;0;13475
1;34;1;5;2;1;1;10412.5
3;45;1;2;3;4;0;15925
1;81;1;4;8;0;0;0
1;45;1;5;2;1;2;58800
1;42;1;3;2;2;1;26950
3;43;1;1;3;3;1;33075
1;47;1;5;2;0;2;49000
1;59;1;2;2;3;0;49000
5;33;2;6;2;3;1;5512.5
5;22;1;2;1;1;0;1715
5;30;1;1;2;0;2;18375
1;32;1;2;2;1;2;33075
2;89;1;1;1;1;0;6737.5
5;25;1;5;2;0;1;0
5;62;1;1;2;2;1;13475
5;35;2;4;1;0;2;49000
1;62;1;2;2;2;0;13475
1;51;2;4;2;0;2;49000
1;61;1;2;2;2;1;58800
1;28;1;2;1;1;9;58800
2;86;2;1;1;3;0;10412.5
3;85;2;1;2;3;0;0
1;60;1;2;2;3;2;33075
1;44;1;4;2;0;1;40425
5;21;2;2;2;1;2;4410
5;28;1;1;2;0;4;22050
1;47;2;3;2;3;2;40425
1;51;1;2;1;2;2;68600
1;53;1;2;1;2;1;58800
1;41;2;4;2;1;1;22050
1;39;1;4;2;0;2;26950
1;42;1;3;2;2;2;40425
3;49;2;2;3;2;2;11637.5
1;50;1;2;1;0;2;22050
1;54;1;2;1;2;1;40425
1;43;2;3;2;2;1;22050
5;22;1;3;2;0;1;40425
5;37;1;4;1;2;1;1715
1;37;2;4;2;0;2;15925
1;41;1;4;1;3;0;15925
5;30;1;1;2;0;2;10412.5
1;55;2;3;2;1;2;13475
3;46;2;3;2;0;1;5512.5
1;27;2;2;2;2;1;33075
3;65;1;1;2;1;1;18375
1;65;1;2;1;0;2;26950
1;70;2;2;1;2;0;33075
5;27;1;3;2;0;2;58800
1;33;1;2;1;2;1;33075
1;37;1;6;3;3;3;58800
5;23;2;1;1;1;1;18375
3;64;1;1;1;0;1;33075
5;29;1;1;2;2;1;15925
1;43;2;2;1;0;2;49000
5;45;2;1;2;2;2;7962.5
1;64;2;2;1;2;0;26950
3;76;1;1;2;1;0;15925
3;47;1;1;3;0;2;49000
1;21;1;2;1;2;1;10412.5
3;36;1;1;1;1;1;22050
1;39;1;4;1;1;1;40425
1;30;2;4;1;0;1;155139.9731
1;53;2;4;2;2;2;68600
5;58;1;1;2;4;0;3675
5;47;1;1;2;0;2;7962.5
5;34;1;2;2;1;2;13475
3;58;2;1;3;4;0;3185
5;64;1;1;3;0;0;3675
5;30;1;4;1;1;1;18375
1;52;2;2;2;0;1;33075
1;72;1;4;2;2;0;26950
1;51;2;2;1;3;2;49000
1;39;1;4;2;2;1;49000
4;49;2;1;2;2;3;18375
5;22;2;3;2;0;3;0
4;51;1;1;3;4;0;6737.5
5;33;2;4;2;2;2;13475
1;69;2;2;2;2;0;0
1;48;1;2;1;1;1;58800
5;28;2;4;2;0;1;9187.5
3;66;2;1;2;2;2;58800
1;55;2;2;2;0;1;33075
3;45;2;1;2;2;1;26950
3;51;1;3;2;0;2;33075
1;55;1;4;3;2;2;11637.5
1;39;1;5;1;0;1;22050
5;53;2;3;1;3;3;0
1;67;1;2;2;3;0;6737.5
4;37;1;5;1;0;3;0
5;20;1;4;1;0;0;155139.9731
5;23;1;4;1;1;1;155139.9731
1;64;1;2;1;1;1;0
1;56;1;2;2;4;0;0
4;59;1;1;8;3;0;5512.5
5;26;2;2;2;0;2;5512.5
2;81;2;1;2;0;1;7962.5
2;67;1;1;3;2;0;15925
5;53;2;1;2;3;1;13475
1;39;1;4;1;0;1;40425
1;38;1;4;1;2;1;26950
2;89;2;1;1;0;0;6737.5
4;53;2;2;2;0;1;1715
1;60;2;2;1;2;1;2205
1;22;1;2;1;2;9;40425
4;49;2;3;3;0;1;5512.5
1;59;2;2;1;2;1;0
1;33;1;4;1;2;1;40425
1;33;1;3;2;0;3;26950
4;77;2;1;3;3;8;0
3;34;2;5;2;0;2;9187.5
5;55;2;3;3;3;2;0
1;29;1;4;2;3;2;26950
1;51;1;5;1;2;2;13475
5;26;2;3;3;0;0;980
1;79;2;1;1;3;0;0
5;20;1;3;1;0;1;0
5;24;1;2;2;0;0;22050
5;22;1;3;2;0;2;5512.5
3;26;1;5;2;2;3;18375
3;45;1;2;1;1;1;40425
5;44;1;1;1;0;2;7962.5
1;55;1;2;1;1;1;155139.9731
1;65;1;2;2;2;0;18375
1;58;2;2;1;0;0;155139.9731
5;20;1;2;1;3;9;245
5;37;1;3;2;0;0;3185
5;32;1;3;2;2;2;13475
1;58;1;2;1;2;1;49000
4;43;2;2;2;4;0;10412.5
1;57;1;2;1;0;2;18375
2;74;1;2;1;2;0;22050
1;67;1;2;1;2;0;58800
5;27;1;2;1;0;2;33075
3;55;2;1;3;1;1;5512.5
1;45;1;3;2;0;1;40425
5;42;1;3;2;2;1;18375
1;21;2;2;2;0;2;5512.5
4;28;1;2;2;1;1;49000
5;47;1;1;2;0;1;22050
5;25;2;2;2;2;9;11637.5
2;71;1;1;1;1;0;18375
3;46;1;2;1;0;2;33075
1;26;2;3;1;2;2;11637.5
1;71;1;2;1;0;0;22050
1;65;2;2;1;0;3;49000
4;35;1;3;3;2;1;22050
5;62;1;1;2;0;0;0
2;88;2;1;1;1;0;3675
1;37;2;4;2;3;1;155139.9731
1;46;2;5;1;1;2;155139.9731
1;55;2;4;1;0;1;49000
3;48;2;2;1;2;2;155139.9731
3;36;2;5;2;2;2;11637.5
5;25;1;2;1;1;1;33075
1;37;1;2;2;0;2;49000
1;59;1;2;2;0;3;40425
5;61;2;1;2;0;2;18375
