MARITAL;AGE;GENDER1;HOMPOP;HAPPY;HEALTH;SATJOB;REALINC
1;58;1;2;3;0;1;40425
3;73;2;2;3;4;0;6737.5
4;38;1;1;2;0;1;33075
1;74;1;2;2;0;0;22050
1;36;2;5;1;0;2;0
3;67;1;1;3;3;0;33075
1;59;1;2;1;0;1;0
3;81;2;1;2;2;0;0
1;38;1;4;1;1;1;0
5;35;2;2;2;3;3;155139.9731
5;28;2;2;2;0;0;15925
5;36;2;1;2;2;0;2205
1;28;2;2;2;3;2;33075
1;49;2;3;1;3;2;22050
5;53;2;2;1;0;1;18375
5;32;2;8;2;1;2;49000
3;44;1;3;2;2;2;40425
1;49;1;5;2;3;2;155139.9731
5;27;2;1;2;2;0;15925
1;52;1;4;1;0;1;155139.9731
1;27;1;2;1;2;1;49000
5;38;1;3;2;0;1;33075
5;47;1;1;2;2;2;10412.5
2;52;1;3;2;2;1;58800
5;58;1;2;3;2;2;4410
5;60;2;1;2;1;1;245
5;57;1;1;3;4;0;3675
5;54;1;1;2;3;2;4410
1;85;1;2;1;3;0;0
1;26;2;2;1;0;1;6737.5
5;25;2;1;2;2;2;18375
3;37;2;3;2;0;3;5512.5
1;60;2;2;2;2;1;49000
1;51;2;5;2;0;2;33075
3;78;1;1;2;0;0;18375
1;29;1;2;2;3;2;49000
3;55;2;2;2;0;1;22050
3;79;2;1;9;2;0;980
3;52;2;3;2;0;2;15925
1;48;2;2;2;3;1;49000
4;47;1;1;2;1;2;33075
1;31;1;2;2;0;2;49000
1;77;1;2;2;0;0;155139.9731
3;52;1;2;2;0;2;40425
3;34;2;5;3;3;2;13475
5;69;1;1;3;3;3;7962.5
3;52;1;1;1;1;1;0
1;47;1;2;2;2;2;40425
1;46;1;6;2;2;2;15925
1;31;1;6;1;2;3;0
1;56;1;2;2;1;1;26950
5;55;2;3;3;3;1;22050
1;36;1;2;3;0;2;40425
1;72;1;2;2;2;0;49000
3;38;2;7;2;2;2;10412.5
3;68;2;1;2;0;2;26950
5;35;2;3;1;3;1;11637.5
5;39;1;1;2;3;4;1715
5;40;2;2;2;0;2;245
1;31;2;2;2;2;2;68600
5;65;1;1;2;2;0;7962.5
2;70;2;1;2;2;1;49000
4;43;2;1;3;3;2;33075
5;66;2;1;2;1;2;22050
1;41;1;4;1;2;1;49000
3;57;1;1;2;4;0;26950
1;55;1;2;2;2;2;22050
3;49;1;1;1;1;1;33075
2;88;2;1;2;1;0;13475
3;69;1;1;2;3;0;18375
1;53;2;4;1;1;1;155139.9731
1;52;1;2;2;0;1;58800
3;48;1;3;2;1;1;33075
1;56;2;2;3;3;2;26950
1;73;1;2;2;0;0;49000
5;60;1;1;2;2;0;10412.5
1;50;2;5;2;0;2;33075
2;81;2;1;1;0;0;18375
3;69;2;1;2;3;0;13475
5;22;1;2;2;0;0;2695
1;57;2;1;2;1;1;155139.9731
1;57;1;4;2;0;1;0
1;57;1;3;3;2;4;7962.5
5;25;2;2;1;0;1;5512.5
5;28;2;2;1;1;1;155139.9731
1;47;2;6;2;1;1;40425
5;25;1;1;2;2;2;13475
5;54;1;1;2;1;2;13475
3;27;2;2;3;0;1;15925
5;63;1;1;2;2;2;22050
5;31;2;2;1;1;1;68600
1;36;2;3;2;3;2;22050
1;82;1;3;1;2;0;0
1;33;1;3;2;0;2;22050
4;39;2;3;2;4;1;26950
1;37;1;4;1;0;1;33075
1;50;1;2;3;0;4;22050
5;59;2;1;2;3;2;26950
1;39;2;4;2;1;2;49000
1;44;1;3;1;1;1;0
1;54;2;4;2;2;2;22050
1;42;2;3;2;0;1;0
5;44;1;2;2;0;2;33075
4;75;2;1;1;0;1;5512.5
5;24;1;5;2;0;0;22050
5;29;1;2;1;1;1;33075
5;40;2;1;3;3;0;5512.5
3;58;1;1;1;0;1;33075
1;64;2;2;2;1;0;40425
5;35;2;3;1;3;1;13475
5;43;1;1;2;3;1;22050
1;67;1;2;2;1;1;33075
3;52;2;3;1;2;2;15925
5;29;2;5;2;0;1;22050
5;64;2;1;2;2;0;26950
5;55;1;1;1;2;0;4410
1;43;2;5;2;0;2;33075
1;58;2;2;2;3;1;49000
1;64;2;2;3;3;0;22050
4;54;2;4;1;0;1;2205
2;80;2;1;2;2;0;9187.5
1;71;2;2;1;2;0;26950
1;65;1;2;2;2;0;18375
1;39;1;4;1;1;1;26950
3;71;2;1;2;0;0;33075
5;25;2;1;1;0;1;10412.5
1;35;2;4;1;0;1;49000
1;44;1;4;1;1;3;33075
5;58;2;1;1;0;0;40425
3;78;1;1;2;1;0;13475
1;73;1;2;2;0;0;58800
1;43;1;4;1;0;1;40425
1;55;1;4;2;1;1;58800
1;38;2;6;3;2;2;26950
3;65;2;1;2;2;0;26950
4;29;2;4;2;0;1;4410
1;58;1;2;2;4;0;10412.5
1;47;1;3;3;0;1;15925
5;32;2;3;1;2;1;40425
3;56;2;1;2;2;4;6737.5
2;70;2;1;3;3;0;3185
1;44;1;4;2;0;2;22050
5;24;1;6;2;3;2;33075
2;84;1;3;1;2;0;6737.5
3;42;2;4;2;0;1;33075
1;69;1;2;2;3;0;18375
5;23;1;1;2;2;2;9187.5
1;32;1;7;2;1;2;3675
3;61;1;1;3;2;0;6737.5
1;68;2;8;2;2;0;33075
1;36;2;5;1;1;1;15925
1;31;2;4;3;2;2;22050
3;50;1;1;3;3;9;0
3;71;1;2;2;4;0;13475
3;54;2;3;3;2;2;22050
1;71;2;2;1;0;0;0
1;80;1;2;2;2;0;0
3;50;2;3;1;1;1;7962.5
1;31;1;4;2;0;2;33075
1;29;1;3;2;0;1;49000
5;50;2;2;2;3;1;33075
1;66;1;2;1;0;1;11637.5
1;61;1;2;2;0;0;10412.5
3;49;1;1;1;2;1;5512.5
2;99;2;1;2;3;0;0
2;73;2;1;1;1;0;15925
5;27;2;2;1;2;1;18375
3;55;2;2;2;4;4;11637.5
5;40;1;4;2;0;2;22050
1;72;1;2;2;3;0;18375
1;64;1;2;2;2;0;33075
1;38;1;4;1;2;2;68600
1;51;1;5;2;2;2;26950
5;52;2;1;3;0;3;0
3;85;1;1;3;2;4;245
3;46;2;2;2;2;2;33075
5;24;1;4;1;1;2;155139.9731
5;26;2;2;2;1;2;33075
1;45;1;5;1;1;1;58800
5;48;1;6;2;0;2;155139.9731
3;50;2;3;2;0;2;18375
1;55;1;3;1;3;1;58800
2;82;2;1;1;3;2;3675
3;31;2;3;1;2;1;22050
2;78;2;1;2;1;1;22050
3;41;2;2;2;2;3;15925
1;71;1;2;2;1;0;49000
1;50;1;3;1;1;1;49000
5;50;1;2;2;0;1;155139.9731
3;76;2;1;1;1;0;33075
5;25;2;2;2;1;2;15925
1;59;2;2;1;2;3;68600
1;51;2;3;2;2;1;155139.9731
1;44;1;4;1;1;1;155139.9731
3;64;2;1;2;1;1;18375
5;31;1;1;2;2;2;26950
1;32;1;3;1;0;1;155139.9731
5;83;1;1;2;3;0;15925
5;47;2;1;1;4;1;4410
1;23;2;5;2;3;4;9187.5
1;56;1;5;2;0;2;49000
3;61;1;1;3;3;0;13475
3;54;1;1;2;0;1;18375
2;81;2;1;1;0;0;0
5;26;1;3;2;0;2;0
1;89;1;2;1;0;0;49000
1;64;1;2;1;1;0;26950
1;60;1;2;2;2;0;11637.5
1;62;1;2;2;2;0;22050
1;54;1;3;2;3;2;13475
1;42;1;5;1;0;1;22050
1;74;1;2;1;0;1;0
1;38;1;2;1;3;2;155139.9731
1;43;1;2;2;1;1;40425
1;72;1;1;2;2;1;0
5;57;2;1;1;3;0;9187.5
1;81;1;3;1;2;0;40425
5;33;2;6;1;0;1;155139.9731
5;66;1;2;2;3;4;0
1;43;1;1;2;0;0;4410
2;78;2;1;2;2;0;15925
3;35;1;5;2;0;3;40425
1;32;2;4;1;1;2;58800
5;50;2;2;2;4;2;155139.9731
1;37;1;4;1;0;1;58800
1;30;1;3;2;1;1;49000
1;51;2;2;3;1;4;33075
1;78;2;2;3;2;4;18375
1;42;1;4;3;0;2;22050
3;59;2;2;2;1;9;13475
5;31;1;1;2;2;1;9187.5
1;63;1;3;2;0;0;22050
1;43;1;4;2;4;0;15925
1;29;2;4;2;1;2;0
1;71;2;2;2;0;0;49000
1;42;2;4;2;0;2;155139.9731
5;56;1;1;2;0;0;7962.5
3;48;2;4;2;0;2;49000
1;55;2;3;1;2;1;33075
5;38;2;1;2;0;3;15925
1;80;1;2;1;3;1;33075
1;35;2;4;2;2;2;33075
2;80;2;1;2;2;0;10412.5
1;74;1;2;1;1;1;58800
3;71;2;1;2;1;1;9187.5
2;80;2;2;2;2;1;0
3;60;1;2;3;3;1;0
1;40;1;4;2;0;2;22050
1;78;1;2;1;3;0;10412.5
3;61;1;3;2;0;1;13475
5;33;1;2;2;0;2;49000
1;63;1;2;3;0;3;33075
5;31;2;3;2;0;3;26950
2;81;1;1;2;0;0;0
3;60;2;1;3;4;1;10412.5
5;30;2;2;1;2;1;22050
5;43;1;1;2;2;2;5512.5
3;56;1;1;2;2;2;11637.5
5;49;1;1;2;0;1;22050
3;65;2;1;2;3;0;3185
1;39;1;1;1;0;2;49000
5;48;2;1;2;3;4;2695
5;24;2;4;3;3;2;4410
1;31;1;3;2;0;3;33075
1;46;1;2;2;1;2;49000
1;51;1;3;3;4;0;33075
1;76;1;2;2;0;3;10412.5
1;69;1;2;1;0;1;26950
5;99;1;1;1;1;2;0
3;61;2;1;2;0;2;10412.5
1;79;1;2;2;0;0;6737.5
3;41;1;2;2;0;2;10412.5
5;54;2;1;2;0;1;5512.5
1;77;2;2;3;3;2;26950
5;35;1;2;2;2;2;15925
1;64;2;2;1;1;0;22050
2;74;2;1;2;4;0;15925
1;49;2;5;2;2;2;49000
1;39;2;4;2;1;1;0
1;65;2;2;2;2;0;49000
1;59;2;2;2;2;1;155139.9731
5;23;1;5;1;0;0;155139.9731
1;53;2;3;1;3;1;49000
1;63;2;2;1;0;1;40425
1;43;1;3;1;2;1;49000
3;65;2;2;2;0;1;40425
1;78;1;2;1;1;0;18375
1;43;2;3;2;3;2;40425
1;53;1;3;1;2;1;155139.9731
4;34;1;4;2;2;0;18375
3;45;1;2;2;1;2;18375
3;68;2;2;2;0;0;11637.5
1;55;1;5;2;2;2;49000
1;56;1;2;2;2;2;49000
1;59;2;2;3;2;2;0
1;32;2;4;2;2;3;7962.5
1;54;1;4;2;3;2;26950
4;46;2;4;3;2;1;5512.5
5;40;2;2;2;1;1;15925
9;27;2;1;9;9;9;0
5;64;2;1;3;0;0;15925
3;50;2;4;2;2;3;11637.5
3;82;2;1;3;3;0;33075
5;60;1;1;2;0;0;0
1;75;1;2;2;0;0;40425
3;59;2;1;3;1;1;3675
4;57;2;5;3;2;2;2205
5;35;2;4;2;3;2;15925
5;24;1;3;2;1;2;22050
1;39;2;4;3;0;3;22050
1;69;1;2;2;0;0;33075
3;41;2;1;2;0;2;26950
3;54;2;1;2;0;2;33075
2;70;1;1;3;4;0;245
1;41;1;2;2;3;2;15925
5;29;2;1;3;2;4;4410
5;57;2;1;2;3;2;9187.5
5;31;2;4;2;1;1;3675
3;41;1;1;1;1;1;10412.5
5;50;1;1;1;2;1;18375
1;51;1;2;3;0;1;15925
1;38;1;5;1;2;1;0
1;35;1;3;2;1;0;7962.5
1;41;1;5;2;0;2;68600
5;42;1;1;2;0;1;26950
1;68;1;3;1;2;1;33075
2;47;1;2;2;2;1;49000
5;55;1;2;1;2;1;33075
1;44;2;6;1;2;1;155139.9731
1;57;1;3;1;1;1;49000
1;26;1;2;1;2;2;49000
5;39;1;3;2;0;3;26950
3;69;2;1;2;0;0;3185
5;50;1;1;3;0;0;245
1;99;1;4;2;0;2;13475
5;34;2;1;1;2;1;33075
5;30;2;9;3;2;1;5512.5
3;58;2;1;2;3;0;15925
1;37;2;4;2;3;3;155139.9731
2;84;2;1;2;4;0;18375
4;58;2;3;2;2;1;0
1;71;2;2;1;0;8;11637.5
5;33;2;2;3;3;1;33075
1;66;1;2;2;0;0;68600
1;80;1;2;2;2;0;49000
1;71;1;2;2;4;0;68600
1;37;1;2;1;1;2;155139.9731
1;37;1;6;2;2;2;155139.9731
1;58;1;2;1;2;2;155139.9731
1;40;1;8;2;1;2;49000
1;68;1;2;1;2;0;26950
1;51;1;3;2;3;2;40425
1;37;1;5;1;2;1;155139.9731
5;42;2;1;2;2;2;11637.5
1;73;1;3;2;2;0;26950
1;47;2;5;2;4;2;33075
3;70;1;1;2;2;1;26950
1;44;1;3;2;2;1;33075
1;58;1;2;2;4;0;49000
1;73;1;1;3;3;4;13475
1;36;1;2;1;1;1;40425
3;45;2;4;2;2;1;15925
2;43;2;6;2;2;2;7962.5
2;46;1;1;1;1;1;33075
1;37;1;5;1;2;1;15925
5;36;2;5;2;2;4;13475
4;37;2;4;1;3;2;58800
1;39;1;5;2;0;1;7962.5
1;41;1;4;2;0;2;33075
1;57;1;2;3;2;3;33075
3;34;1;3;3;0;1;18375
1;54;1;3;1;0;1;155139.9731
1;44;1;4;1;2;1;26950
4;60;2;3;3;3;0;3185
1;24;1;4;1;2;2;155139.9731
4;34;1;4;1;0;1;33075
5;48;2;6;3;4;4;18375
5;25;2;6;2;0;2;15925
1;89;1;3;3;4;0;6737.5
5;46;2;4;1;3;2;245
1;57;1;6;1;4;1;2205
5;27;2;4;1;0;1;13475
5;47;2;1;3;1;1;18375
1;78;1;2;1;1;0;40425
1;45;1;4;1;2;1;155139.9731
3;58;1;3;2;0;0;7962.5
5;28;1;2;2;1;3;22050
4;55;1;3;2;2;2;0
1;36;1;2;2;2;2;18375
2;69;2;1;2;2;1;22050
4;34;1;2;2;2;2;26950
1;27;1;2;2;1;1;40425
1;41;2;2;2;0;1;58800
1;30;1;4;2;0;1;22050
1;42;1;4;2;3;2;40425
5;42;1;2;3;2;0;11637.5
1;49;2;3;1;3;1;26950
1;58;2;2;2;0;2;22050
2;83;2;4;2;0;0;6737.5
5;45;1;2;2;3;2;18375
5;23;2;4;2;2;2;18375
1;63;2;2;1;0;0;18375
3;52;1;1;3;0;1;7962.5
5;43;1;1;2;0;2;15925
5;51;1;1;3;1;0;3675
5;30;2;5;2;1;2;22050
3;45;2;1;2;3;2;5512.5
1;99;2;4;1;0;1;0
1;60;1;2;2;0;2;155139.9731
1;32;2;5;1;1;3;22050
1;69;2;2;2;0;0;15925
2;57;2;1;2;0;2;33075
1;66;1;4;2;3;0;15925
5;22;1;3;3;0;3;26950
5;36;1;4;2;0;2;33075
1;30;2;5;2;0;2;33075
5;37;2;5;1;2;1;13475
4;62;1;6;2;0;3;15925
5;33;1;1;2;0;2;6737.5
3;64;1;1;2;0;0;22050
5;23;2;2;2;2;2;5512.5
3;84;2;1;1;2;0;4410
3;70;2;1;3;3;0;4410
3;68;2;1;1;2;0;4410
1;38;1;7;1;3;2;33075
1;87;1;2;3;3;0;26950
5;23;1;6;2;2;2;33075
5;57;2;3;3;2;1;5512.5
1;59;1;4;1;4;0;15925
5;33;2;3;3;2;2;1715
1;37;1;4;1;0;1;15925
1;30;2;5;1;2;2;7962.5
2;63;2;1;2;0;2;26950
5;34;1;2;1;1;2;49000
5;31;1;4;1;2;3;18375
1;28;1;2;2;2;2;49000
3;41;2;3;1;1;1;58800
1;55;1;3;1;2;1;58800
1;61;1;3;2;0;0;58800
1;42;1;4;2;0;2;22050
5;23;1;5;1;1;2;3185
5;26;2;2;2;2;1;9187.5
5;29;2;1;2;2;2;4410
5;55;1;1;2;1;2;26950
1;35;1;2;1;2;1;33075
1;27;1;7;2;4;0;6737.5
1;50;1;2;2;2;2;49000
2;83;2;1;3;4;0;18375
1;38;1;5;2;0;2;15925
5;58;2;1;3;3;2;49000
1;78;1;2;2;0;0;15925
5;57;1;5;2;0;0;15925
5;27;1;3;2;0;2;49000
5;89;2;1;1;1;0;26950
2;71;2;2;2;1;0;33075
1;41;2;3;1;0;1;40425
3;41;1;4;2;1;1;49000
1;59;1;2;3;3;1;10412.5
1;27;2;2;1;1;1;33075
5;52;2;1;1;0;1;245
1;52;1;2;3;2;2;33075
1;49;1;9;2;3;0;155139.9731
1;37;1;3;1;1;2;40425
3;47;1;2;2;0;1;155139.9731
1;69;1;2;2;1;0;49000
3;49;2;1;3;3;0;22050
2;73;2;1;2;0;0;6737.5
3;38;1;1;2;1;1;11637.5
1;44;1;2;1;0;2;49000
1;26;1;2;2;0;1;26950
5;35;2;2;1;1;1;18375
1;54;2;3;1;2;1;58800
1;48;1;3;2;1;2;58800
1;72;1;2;1;2;0;22050
1;37;2;5;2;2;4;40425
1;46;2;5;2;0;1;155139.9731
3;51;1;1;2;1;1;22050
3;32;2;1;2;1;2;13475
5;99;2;3;1;2;8;245
1;51;2;3;1;3;0;1715
1;44;1;4;1;1;2;7962.5
5;52;1;1;3;0;0;245
1;32;1;2;2;2;4;5512.5
1;79;2;2;2;0;0;13475
5;52;2;1;2;1;1;26950
4;49;1;1;3;0;3;6737.5
1;54;1;5;1;1;1;13475
5;28;2;5;2;2;1;26950
1;64;2;2;1;3;0;22050
1;37;1;3;2;2;1;22050
2;48;1;1;2;0;1;22050
5;38;2;4;2;2;2;18375
3;61;1;3;3;3;3;13475
5;37;2;3;2;3;3;22050
5;27;2;3;2;0;2;40425
1;50;1;2;1;0;1;33075
1;49;2;2;2;2;2;155139.9731
2;79;2;2;2;2;1;33075
2;85;2;3;2;3;0;0
1;23;1;6;1;1;1;22050
1;25;2;3;1;2;1;15925
3;60;2;1;2;3;3;4410
3;61;2;3;3;4;0;5512.5
5;27;1;2;2;3;2;13475
1;44;1;5;1;1;1;49000
3;54;2;3;3;4;1;4410
5;76;1;1;2;0;0;0
5;40;2;4;3;0;2;2695
1;53;1;4;1;0;1;33075
4;51;2;3;2;2;1;155139.9731
1;62;1;3;1;2;1;155139.9731
5;30;1;3;2;3;3;4410
1;76;2;2;3;2;0;33075
1;33;1;3;1;1;1;33075
3;30;2;4;1;2;2;10412.5
5;35;1;2;1;0;3;15925
1;39;2;6;3;2;1;26950
1;46;1;3;2;0;2;33075
5;58;2;4;2;2;1;49000
1;30;2;4;2;4;2;15925
1;55;2;3;2;2;2;58800
2;79;2;1;2;4;0;10412.5
1;33;2;5;2;1;1;58800
3;50;2;2;2;2;1;26950
2;61;2;1;2;3;0;33075
1;34;1;2;1;0;1;33075
1;60;2;3;3;0;3;58800
1;66;2;2;3;2;0;40425
2;85;2;1;1;0;0;245
5;55;1;3;2;2;1;49000
3;58;2;1;2;0;1;22050
1;79;2;2;2;0;0;0
1;32;1;5;2;0;1;33075
1;44;2;4;2;2;2;33075
1;61;1;4;2;1;2;33075
1;28;2;3;2;2;2;22050
5;54;1;1;2;3;2;33075
3;63;2;1;2;0;1;22050
1;65;1;4;1;1;1;40425
1;73;1;2;2;2;0;0
2;83;1;1;3;2;0;22050
1;41;2;3;1;1;1;15925
1;57;2;3;2;2;1;15925
2;89;2;1;2;2;0;11637.5
1;71;2;2;1;2;1;0
1;67;2;2;2;0;0;40425
5;29;1;2;2;2;2;6737.5
1;64;1;2;2;0;0;26950
1;63;2;2;1;0;1;0
1;28;1;2;2;2;1;11637.5
5;26;2;2;2;1;2;33075
1;28;1;2;2;1;1;18375
1;35;1;3;2;2;3;33075
5;42;2;1;2;2;2;10412.5
1;30;1;5;1;0;1;40425
1;74;1;2;2;3;2;22050
1;44;1;6;2;1;1;155139.9731
1;43;1;4;2;0;1;58800
1;82;1;3;1;1;0;18375
1;54;2;2;2;2;2;58800
1;74;1;2;1;0;0;0
1;40;1;5;2;2;1;49000
1;54;1;3;1;2;1;155139.9731
1;99;1;2;1;2;0;0
1;58;1;3;2;0;1;33075
5;52;1;3;2;3;2;33075
2;89;2;1;2;2;0;0
4;28;1;6;2;2;1;13475
5;31;2;4;1;2;1;2205
3;40;2;2;1;1;1;49000
1;35;2;2;2;0;2;33075
1;44;2;4;2;0;2;0
1;28;1;5;2;0;2;40425
1;30;2;5;1;2;1;22050
1;41;1;5;3;3;2;33075
1;39;1;3;1;3;1;26950
1;82;1;2;2;3;0;40425
1;59;2;2;2;2;2;58800
3;39;2;3;2;3;0;15925
2;76;2;1;3;0;0;11637.5
2;55;2;1;2;0;1;0
1;60;1;1;2;3;1;155139.9731
1;54;2;3;2;2;1;33075
1;34;2;5;1;0;2;40425
1;48;2;2;1;0;1;13475
1;64;1;2;2;0;1;5512.5
2;88;2;1;3;1;1;6737.5
1;51;2;2;1;1;1;22050
1;60;1;6;2;0;1;49000
1;71;1;2;2;0;0;10412.5
1;58;1;2;2;0;2;22050
1;47;1;2;2;0;3;3675
1;50;1;2;2;0;2;15925
1;65;2;2;2;0;1;22050
1;66;1;2;2;3;0;6737.5
1;57;2;2;2;0;2;13475
1;76;1;3;1;2;0;0
3;47;1;3;1;0;1;18375
5;75;2;1;1;2;0;7962.5
5;25;1;2;1;0;1;15925
5;31;2;3;2;2;2;1715
3;57;2;4;2;3;2;10412.5
1;53;1;6;1;1;1;58800
1;40;2;2;1;4;0;9187.5
1;61;2;2;2;2;1;26950
1;26;1;3;2;0;1;13475
4;33;2;4;3;3;4;4410
5;28;1;3;2;1;2;15925
1;41;2;3;1;3;1;0
3;64;1;2;1;0;0;15925
1;78;1;1;1;2;0;3675
3;72;2;1;2;4;0;6737.5
1;53;1;3;2;1;2;40425
1;70;1;2;2;3;0;40425
1;53;1;2;2;1;2;22050
1;51;1;2;2;3;2;22050
2;82;2;1;2;3;0;13475
1;65;1;2;3;0;0;15925
1;75;1;2;3;0;0;13475
1;68;1;2;2;2;1;22050
2;84;2;1;3;3;2;15925
1;69;1;2;1;2;0;0
1;51;1;3;1;0;1;33075
1;35;1;6;2;3;2;18375
3;45;1;3;2;0;2;22050
5;39;1;1;2;2;2;18375
3;39;2;3;2;2;1;6737.5
1;59;1;2;2;0;0;10412.5
1;30;1;4;1;0;1;2205
3;38;2;5;2;0;1;22050
1;58;1;5;2;0;0;33075
2;83;2;1;2;2;0;10412.5
1;67;2;2;2;2;0;11637.5
1;29;1;5;1;1;1;33075
1;26;2;5;2;0;1;0
5;28;2;4;2;0;2;13475
1;51;1;5;2;3;0;13475
1;76;1;2;1;0;0;22050
2;79;1;2;2;3;0;10412.5
1;61;1;3;1;4;0;6737.5
1;56;1;2;2;0;0;18375
5;74;1;2;2;4;0;22050
1;49;1;4;3;0;0;11637.5
1;44;2;5;2;1;1;33075
2;78;1;1;1;1;0;6737.5
3;41;2;4;2;2;1;15925
2;79;2;1;2;2;0;980
3;51;2;2;2;2;2;13475
1;33;1;4;2;0;2;26950
1;57;1;2;2;2;2;26950
1;58;2;2;3;3;9;33075
3;68;2;1;2;1;0;5512.5
5;40;1;4;2;2;1;18375
5;35;1;2;2;0;2;13475
3;60;1;1;3;0;0;5512.5
3;51;1;4;1;0;1;33075
3;42;2;2;2;1;1;22050
1;51;1;3;2;2;2;58800
1;69;1;2;2;2;0;980
3;56;2;2;2;0;2;3675
1;75;1;2;2;1;2;22050
1;67;2;2;2;4;0;15925
1;58;2;3;1;2;1;5512.5
1;55;2;3;2;0;1;22050
1;35;1;4;1;1;1;22050
1;23;1;4;2;3;1;26950
3;78;1;1;2;1;0;4410
1;54;2;5;1;2;2;18375
1;39;2;4;2;3;2;33075
1;71;2;2;1;0;0;26950
5;33;1;2;3;3;1;245
1;56;1;2;2;0;2;18375
1;39;1;4;1;3;0;15925
5;48;2;4;2;2;2;18375
3;59;2;1;2;1;1;26950
4;70;1;5;3;3;0;6737.5
3;73;1;1;2;1;0;5512.5
4;60;2;1;1;3;1;1715
1;50;2;2;2;1;2;49000
1;54;1;5;1;0;1;49000
1;70;2;2;1;0;0;22050
5;23;1;2;2;2;1;68600
5;52;2;2;1;0;1;18375
1;35;1;5;2;0;2;22050
3;49;2;1;2;0;1;10412.5
1;73;1;2;1;1;0;26950
1;53;1;4;2;0;2;155139.9731
3;72;1;1;3;1;0;0
1;63;1;2;2;2;1;0
1;25;2;4;2;4;1;13475
1;25;2;5;2;0;1;11637.5
1;84;2;2;2;4;0;10412.5
3;55;1;3;2;3;0;22050
1;54;2;2;2;3;1;26950
3;80;1;2;2;0;0;6737.5
1;56;1;2;1;1;2;155139.9731
1;48;1;3;2;0;2;49000
1;45;2;6;1;0;1;155139.9731
1;99;1;1;2;0;3;68600
3;72;1;1;2;4;0;7962.5
1;48;1;6;1;1;1;155139.9731
4;99;1;1;2;3;4;0
2;64;2;1;2;1;2;11637.5
1;44;2;4;1;2;2;33075
3;61;2;1;2;0;0;11637.5
1;26;1;5;1;0;1;33075
5;51;2;2;2;0;3;18375
1;71;1;2;2;0;0;22050
1;59;2;2;2;1;3;68600
3;41;2;6;3;3;1;5512.5
4;68;2;1;1;3;0;5512.5
2;60;2;1;2;3;1;3185
4;72;1;1;2;0;0;5512.5
1;49;1;4;1;0;2;33075
4;34;1;4;2;4;4;11637.5
3;59;1;1;2;0;0;22050
1;56;1;2;1;0;1;15925
1;38;1;5;2;0;3;49000
3;69;1;1;2;3;0;7962.5
1;57;1;2;2;3;0;11637.5
1;67;1;3;2;1;0;68600
1;69;1;2;2;0;1;33075
5;26;2;4;2;2;3;18375
5;32;2;3;2;0;3;13475
1;61;1;3;3;3;0;33075
1;57;1;2;1;2;1;10412.5
1;70;2;3;2;0;0;0
1;34;1;4;3;0;0;0
5;61;1;1;2;0;0;22050
5;23;2;3;2;1;4;49000
5;61;1;1;2;2;3;22050
2;71;1;2;3;0;0;5512.5
5;69;1;1;3;3;0;4410
3;62;2;1;2;0;2;9187.5
1;39;2;3;1;2;1;33075
4;33;2;3;1;0;1;6737.5
5;34;1;4;2;0;0;0
1;60;1;3;2;3;0;22050
4;36;2;1;2;2;1;0
1;38;2;4;1;2;1;49000
1;32;1;5;2;0;1;22050
5;48;1;4;2;0;3;13475
2;58;2;3;3;0;3;13475
3;41;2;6;2;3;1;33075
5;24;1;1;1;3;1;26950
3;65;1;1;2;2;1;6737.5
1;41;1;5;1;3;2;9187.5
4;38;1;1;2;1;2;18375
2;66;2;1;2;2;0;5512.5
5;39;1;1;2;0;1;11637.5
5;30;1;2;3;2;3;11637.5
4;67;1;1;1;3;0;11637.5
2;99;2;1;2;0;0;2205
2;57;2;1;2;0;2;33075
1;66;1;2;1;3;0;26950
1;39;2;3;1;1;1;33075
1;39;1;6;2;2;2;22050
1;45;2;7;3;3;3;11637.5
4;45;2;2;1;0;1;2205
1;63;1;2;1;0;1;3675
1;64;1;2;3;2;2;10412.5
2;85;2;1;2;0;0;6737.5
4;36;2;2;2;0;1;11637.5
2;66;1;1;2;0;0;10412.5
3;51;2;3;3;4;1;22050
1;55;2;2;1;0;1;33075
1;30;2;4;2;0;1;49000
2;76;2;1;2;3;1;6737.5
3;61;1;1;2;3;0;6737.5
5;54;1;1;2;0;0;3185
2;59;1;4;2;0;2;26950
3;57;2;1;2;3;3;33075
5;24;2;3;2;2;3;7962.5
1;70;1;2;2;4;0;7962.5
5;69;2;1;1;1;0;0
1;40;2;3;1;0;1;40425
1;83;2;2;1;2;0;22050
1;61;1;3;1;2;2;58800
1;32;1;4;2;0;2;49000
1;40;2;2;1;2;3;15925
1;50;1;4;1;0;1;49000
3;45;1;2;2;2;1;15925
5;23;1;7;2;2;1;13475
1;36;2;5;2;2;2;58800
1;65;1;2;1;2;4;33075
1;58;1;2;1;0;1;26950
1;32;1;3;1;0;1;40425
1;55;1;2;2;2;1;58800
1;75;2;2;1;1;0;15925
1;99;1;3;1;0;1;58800
1;69;1;2;2;2;2;22050
1;65;1;2;1;3;1;155139.9731
1;80;1;2;2;3;0;13475
3;64;2;1;2;2;0;13475
3;46;1;1;2;3;2;10412.5
3;49;1;2;1;3;1;15925
5;36;1;1;2;2;1;22050
2;64;1;1;2;0;0;58800
2;69;1;1;2;2;0;15925
1;48;1;2;1;2;2;33075
1;35;2;5;2;0;3;15925
